COUNTY,ZIP,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
05007,72734,GENTRY,AR,0.029094436,0.010204082,0.010775113,0.027392253
05007,72732,GARFIELD,AR,0.020404387,0.005651491,0.009732360,0.019135702
05007,72738,HINDSVILLE,AR,0.000606134,0.000156986,0.000000000,0.000562815
05007,72719,CENTERTON,AR,0.061997946,0.025824176,0.007299270,0.058410890
05007,72764,SPRINGDALE,AR,0.014847095,0.021114600,0.004171011,0.015132174
05007,72747,MAYSVILLE,AR,0.000644416,0.000392465,0.001737921,0.000644046
05007,72714,BELLA VISTA,AR,0.045364350,0.015463108,0.000347584,0.042402581
05007,72739,HIWASSE,AR,0.001601470,0.004788069,0.001737921,0.001839302
05007,72722,DECATUR,AR,0.009493974,0.003218210,0.011817866,0.009068861
05007,72757,ROGERS,AR,0.010967837,0.036263736,0.000695169,0.012666233
05007,72768,SULPHUR SPRINGS,AR,0.004287601,0.000784929,0.001042753,0.003974517
05007,72762,SPRINGDALE,AR,0.017443901,0.008869702,0.002433090,0.016559519
05007,72761,SILOAM SPRINGS,AR,0.075600870,0.078414443,0.088981578,0.076032214
05007,72704,FAYETTEVILLE,AR,0.000114846,0.000000000,0.000000000,0.000104440
05007,72756,ROGERS,AR,0.126082268,0.174018838,0.144595064,0.129934783
05009,72682,VALLEY SPRINGS,AR,0.000000000,0.000000000,0.002463054,0.000039415
05009,72615,BERGMAN,AR,0.000000000,0.000000000,0.002463054,0.000039415
05009,72643,LEAD HILL,MO,0.000306279,0.000000000,0.000000000,0.000275906
05009,72601,HARRISON,AR,0.696477795,0.772511848,0.940886700,0.706712388
05009,72644,LEAD HILL,AR,0.063837235,0.018957346,0.022167488,0.059437941
05009,72633,EVERTON,AR,0.024021002,0.000947867,0.000000000,0.021717709
05009,72662,OMAHA,AR,0.103740976,0.027014218,0.024630542,0.096093966
05009,72602,HARRISON,AR,0.092146139,0.170616114,0.004926108,0.097276418
05009,72687,YELLVILLE,AR,0.000087508,0.000000000,0.000000000,0.000078830
05009,72611,ALPENA,AR,0.018245461,0.009952607,0.002463054,0.017303220
05009,72685,WESTERN GROVE,AR,0.001137607,0.000000000,0.000000000,0.001024792
05011,71651,JERSEY,AR,0.022321429,0.003868472,0.021739130,0.020823548
05011,71671,WARREN,AR,0.752575549,0.901353965,0.934782609,0.765930797
05011,71647,HERMITAGE,AR,0.148866758,0.085106383,0.021739130,0.142790042
05011,71660,NEW EDINBURG,AR,0.003949176,0.000000000,0.000000000,0.003601065
05011,71675,WILMAR,AR,0.006868132,0.000000000,0.000000000,0.006262721
05011,71631,BANKS,AR,0.065418956,0.009671180,0.021739130,0.060591827
05013,71745,HARRELL,AR,0.008667389,0.019607843,0.090909091,0.009198423
05013,71701,CAMDEN,AR,0.070964247,0.078431373,0.000000000,0.070959264
05013,71744,HAMPTON,AR,0.680660888,0.764705882,0.818181818,0.683311432
05013,71720,BEARDEN,AR,0.019501625,0.029411765,0.000000000,0.019710907
05013,71742,FORDYCE,AR,0.080715060,0.049019608,0.000000000,0.079632063
05013,71766,THORNTON,AR,0.139490791,0.058823529,0.090909091,0.137187911
05015,72601,HARRISON,AR,0.000369026,0.000628931,0.000000000,0.000380952
05015,72638,GREEN FOREST,AR,0.210775570,0.081761006,0.134980989,0.197442177
05015,72631,EUREKA SPRINGS,AR,0.185804785,0.095597484,0.134980989,0.176544218
05015,72624,COMPTON,AR,0.003936281,0.000000000,0.001901141,0.003537415
05015,72740,HUNTSVILLE,AR,0.010763270,0.001886792,0.000000000,0.009687075
05015,72660,OAK GROVE,AR,0.016052648,0.010062893,0.001901141,0.015129252
05015,72662,OMAHA,AR,0.001476106,0.000000000,0.000000000,0.001306122
05015,72616,BERRYVILLE,AR,0.314041454,0.342767296,0.199619772,0.313251701
05015,72613,BEAVER,AR,0.000000000,0.000000000,0.001901141,0.000054422
05015,72611,ALPENA,AR,0.032166800,0.006289308,0.382129278,0.039945578
05015,72632,EUREKA SPRINGS,AR,0.224614060,0.461006289,0.142585551,0.242721088
05017,71653,LAKE VILLAGE,AR,0.467266522,0.429567643,0.523809524,0.464192079
05017,71640,EUDORA,AR,0.265591064,0.312412831,0.250000000,0.270042776
05017,71661,PARKDALE,AR,0.002016755,0.002789400,0.000000000,0.002069822
05017,71676,WILMOT,AR,0.000310270,0.004184100,0.000000000,0.000689941
05017,71638,DERMOTT,AR,0.245888923,0.246861925,0.226190476,0.245756865
05017,71663,PORTLAND,AR,0.018926466,0.004184100,0.000000000,0.017248517
05019,71998,ARKADELPHIA,AR,0.000000000,0.000789889,0.000000000,0.000069286
05019,71962,OKOLONA,AR,0.037942272,0.010268562,0.003584229,0.034850689
05019,71721,BEIRNE,AR,0.000000000,0.000000000,0.003584229,0.000069286
05019,71743,GURDON,AR,0.181952204,0.136650869,0.096774194,0.176332017
05019,71929,BISMARCK,AR,0.000155183,0.000000000,0.000000000,0.000138571
05019,71763,SPARKMAN,AR,0.001862197,0.000000000,0.000000000,0.001662856
05019,71923,ARKADELPHIA,AR,0.682417753,0.825434439,0.860215054,0.698399501
05019,71728,CURTIS,AR,0.000000000,0.000000000,0.003584229,0.000069286
05019,71921,AMITY,AR,0.095670391,0.026066351,0.028673835,0.088269937
05019,71999,ARKADELPHIA,AR,0.000000000,0.000789889,0.000000000,0.000069286
05019,71772,WHELEN SPRINGS,AR,0.000000000,0.000000000,0.003584229,0.000069286
05021,72424,DATTO,AR,0.000000000,0.000000000,0.010101010,0.000106519
05021,72436,LAFE,AR,0.009758965,0.000000000,0.000000000,0.008841074
05021,72470,SUCCESS,AR,0.017871840,0.005102041,0.040404040,0.017043034
05021,72430,GREENWAY,AR,0.026219871,0.005102041,0.010101010,0.024286323
05021,72453,PEACH ORCHARD,AR,0.009523810,0.005102041,0.020202020,0.009267150
05021,72456,POLLARD,AR,0.039035861,0.019132653,0.010101010,0.037068598
05021,72454,PIGGOTT,AR,0.325338036,0.349489796,0.191919192,0.325948019
05021,72422,CORNING,AR,0.318048207,0.345663265,0.515151515,0.322432893
05021,72425,DELAPLAINE,AR,0.000705467,0.000000000,0.000000000,0.000639114
05021,72441,MC DOUGAL,AR,0.000000000,0.000000000,0.010101010,0.000106519
05021,72464,SAINT FRANCIS,AR,0.000000000,0.000000000,0.010101010,0.000106519
05021,72461,RECTOR,AR,0.221164021,0.250000000,0.171717172,0.223050703
05021,72413,BIGGERS,AR,0.000940623,0.000000000,0.000000000,0.000852152
05021,72435,KNOBEL,AR,0.031393298,0.020408163,0.010101010,0.030251385
05023,72131,QUITMAN,AR,0.121210463,0.061274510,0.055555556,0.117107008
05023,72546,IDA,AR,0.005581701,0.002450980,0.009259259,0.005406508
05023,72143,SEARCY,AR,0.000383058,0.000000000,0.000000000,0.000357034
05023,72543,HEBER SPRINGS,AR,0.488070483,0.722222222,0.787037037,0.504335408
05023,72530,DRASCO,AR,0.068020138,0.015522876,0.018518519,0.064470060
05023,72044,EDGEMONT,AR,0.039290796,0.010620915,0.009259259,0.037335510
05023,72121,PANGBURN,AR,0.021998468,0.001633987,0.000000000,0.020605937
05023,72179,WILBURN,AR,0.012203130,0.003267974,0.009259259,0.011629093
05023,72088,FAIRFIELD BAY,AR,0.007606435,0.000000000,0.000000000,0.007089666
05023,72153,SHIRLEY,AR,0.005691146,0.000000000,0.000000000,0.005304499
05023,72550,LOCUST GROVE,AR,0.004979753,0.000000000,0.000000000,0.004641436
05023,72581,TUMBLING SHOALS,AR,0.039509686,0.021241830,0.018518519,0.038253596
05023,72523,CONCORD,AR,0.025500711,0.005718954,0.009259259,0.024176273
05023,72137,ROSE BUD,AR,0.021560687,0.018790850,0.000000000,0.021268999
05023,72545,HEBER SPRINGS,AR,0.000000000,0.000816993,0.000000000,0.000051005
05023,72130,PRIM,AR,0.012148408,0.002450980,0.009259259,0.011527084
05023,72067,HIGDEN,AR,0.122140746,0.133986928,0.074074074,0.122615526
05023,72534,FLORAL,AR,0.004104192,0.000000000,0.000000000,0.003825360
05025,71671,WARREN,AR,0.030361914,0.012820513,0.000000000,0.029950083
05025,71652,KINGSLAND,AR,0.143308234,0.243589744,0.333333333,0.145709532
05025,71603,PINE BLUFF,AR,0.019674520,0.025641026,0.000000000,0.019729023
05025,71660,NEW EDINBURG,AR,0.131163469,0.064102564,0.083333333,0.129783694
05025,71667,STAR CITY,AR,0.017488462,0.000000000,0.000000000,0.017114333
05025,71665,RISON,AR,0.657274715,0.653846154,0.583333333,0.657000238
05025,72057,GRAPEVINE,AR,0.000728686,0.000000000,0.000000000,0.000713097
05027,71753,MAGNOLIA,AR,0.625268125,0.718903725,0.869565217,0.635660912
05027,71770,WALDO,AR,0.101029601,0.019676739,0.069565217,0.093339346
05027,71754,MAGNOLIA,AR,0.098670099,0.203092059,0.017391304,0.107639784
05027,71752,MC NEIL,AR,0.034820535,0.009838370,0.026086957,0.032465859
05027,71764,STEPHENS,AR,0.017732018,0.002810963,0.000000000,0.016232930
05027,71860,STAMPS,AR,0.007150007,0.001405481,0.000000000,0.006570472
05027,71861,TAYLOR,AR,0.045402545,0.023190443,0.008695652,0.043094563
05027,71740,EMERSON,AR,0.069927070,0.021082221,0.008695652,0.064996135
05029,72030,CLEVELAND,AR,0.026476930,0.004171011,0.007692308,0.024597919
05029,72080,JERUSALEM,AR,0.023803364,0.003128259,0.007692308,0.022075055
05029,72125,PERRY,AR,0.014747736,0.000000000,0.000000000,0.013481552
05029,72156,SOLGOHACHIA,AR,0.028719276,0.006256517,0.007692308,0.026805424
05029,72031,CLINTON,AR,0.007244502,0.001042753,0.000000000,0.006701356
05029,72001,ADONA,AR,0.005864597,0.002085506,0.000000000,0.005518764
05029,72013,BEE BRANCH,AR,0.003880983,0.000000000,0.000000000,0.003547777
05029,72127,PLUMERVILLE,AR,0.096765847,0.050052138,0.053846154,0.092794071
05029,72027,CENTER RIDGE,AR,0.071927555,0.035453597,0.023076923,0.068669190
05029,72107,MENIFEE,AR,0.000172488,0.000000000,0.007692308,0.000236518
05029,72025,CASA,AR,0.005605865,0.000000000,0.000000000,0.005124566
05029,72823,ATKINS,AR,0.012505390,0.014598540,0.000000000,0.012535478
05029,72063,HATTIEVILLE,AR,0.076412247,0.019812304,0.007692308,0.071428571
05029,72110,MORRILTON,AR,0.546614920,0.830031283,0.876923077,0.571428571
05029,72157,SPRINGFIELD,AR,0.079258301,0.033368092,0.007692308,0.075055188
05031,72417,BROOKLAND,AR,0.050741041,0.029674072,0.047637795,0.048750542
05031,72450,PARAGOULD,AR,0.001834014,0.001297227,0.000000000,0.001718908
05031,72419,CARAWAY,AR,0.010591015,0.004540295,0.002362205,0.009750108
05031,72403,JONESBORO,AR,0.043355419,0.129074104,0.001181102,0.049443883
05031,72411,BAY,AR,0.017976637,0.006810443,0.009842520,0.016683519
05031,72479,WEINER,AR,0.000413066,0.000324307,0.000000000,0.000390004
05031,72414,BLACK OAK,AR,0.002263602,0.000486460,0.000393701,0.002036689
05031,72447,MONETTE,AR,0.014473836,0.005351062,0.012598425,0.013592373
05031,72405,JONESBORO,AR,0.149348182,0.033079293,0.069685039,0.136068179
05031,72402,JONESBORO,AR,0.014986038,0.017350413,0.000393701,0.014661274
05031,72442,MANILA,AR,0.000016523,0.000000000,0.000000000,0.000014445
05031,72437,LAKE CITY,AR,0.028815492,0.013945192,0.012992126,0.026910299
05031,72467,STATE UNIVERSITY,AR,0.036928110,0.018809794,0.000787402,0.033988155
05031,72438,LEACHVILLE,AR,0.000760042,0.000324307,0.000000000,0.000693341
05031,72472,TRUMANN,AR,0.000132181,0.000000000,0.000000000,0.000115557
05031,72427,EGYPT,AR,0.000000000,0.000000000,0.000393701,0.000014445
05031,72404,JONESBORO,AR,0.231746609,0.132641479,0.212598425,0.222215802
05031,72401,JONESBORO,AR,0.344249294,0.588778985,0.577952756,0.374606385
05031,72476,WALNUT RIDGE,AR,0.000941791,0.000000000,0.000000000,0.000823342
05031,72421,CASH,AR,0.004345455,0.001297227,0.000393701,0.003928933
05031,72416,BONO,AR,0.046081655,0.016215340,0.050787402,0.043593818
05033,72956,VAN BUREN,AR,0.545522065,0.712848651,0.455445545,0.553824804
05033,72921,ALMA,AR,0.200439438,0.121627801,0.142326733,0.194228100
05033,72934,CHESTER,AR,0.018196447,0.001828989,0.001237624,0.016794585
05033,72946,MOUNTAINBURG,AR,0.060221576,0.017832647,0.008663366,0.056416211
05033,72957,VAN BUREN,AR,0.039858885,0.100137174,0.002475248,0.042736979
05033,72932,CEDARVILLE,AR,0.022343257,0.008230453,0.001237624,0.020986151
05033,72935,DYER,AR,0.001268800,0.000000000,0.001237624,0.001189498
05033,72959,WINSLOW,AR,0.004580058,0.002286237,0.000000000,0.004333173
05033,72947,MULBERRY,AR,0.051401869,0.027892090,0.383663366,0.057549067
05033,72955,UNIONTOWN,AR,0.007117658,0.000000000,0.001237624,0.006542241
05033,72952,RUDY,AR,0.042303645,0.007315958,0.001237624,0.039196805
05033,72948,NATURAL DAM,AR,0.006746302,0.000000000,0.001237624,0.006202385
05035,72301,WEST MEMPHIS,AR,0.497719980,0.652567976,0.635682159,0.514624269
05035,72364,MARION,AR,0.312573890,0.227449288,0.304347826,0.304972251
05035,72332,EDMONDSON,AR,0.000042223,0.000000000,0.001499250,0.000074996
05035,72376,PROCTOR,AR,0.039140348,0.015537333,0.010494753,0.036373181
05035,72339,GILMORE,AR,0.000000000,0.000000000,0.001499250,0.000037498
05035,72331,EARLE,AR,0.068147272,0.069486405,0.023988006,0.067159142
05035,72384,TURRELL,AR,0.017944604,0.006905481,0.011994003,0.016836658
05035,72386,TYRONZA,AR,0.004053369,0.000863185,0.000000000,0.003674816
05035,72327,CRAWFORDSVILLE,AR,0.031835839,0.015537333,0.008995502,0.029848508
05035,72348,HUGHES,AR,0.028542476,0.011653000,0.000000000,0.026361182
05035,72325,CLARKEDALE,AR,0.000000000,0.000000000,0.001499250,0.000037498
05037,72331,EARLE,AR,0.009113693,0.002522068,0.000000000,0.008500933
05037,72387,VANNDALE,AR,0.000000000,0.000000000,0.013333333,0.000103670
05037,72324,CHERRY VALLEY,AR,0.130097972,0.073139975,0.053333333,0.124818578
05037,72396,WYNNE,AR,0.751879699,0.844892812,0.800000000,0.759900477
05037,72101,MC CRORY,AR,0.007063112,0.018915511,0.000000000,0.007982583
05037,72326,COLT,AR,0.026999316,0.005044136,0.000000000,0.024984450
05037,72346,HETH,AR,0.001025290,0.000000000,0.000000000,0.000933029
05037,72347,HICKORY RIDGE,AR,0.036568694,0.017654477,0.106666667,0.035558781
05037,72373,PARKIN,AR,0.037024379,0.037831021,0.026666667,0.037010160
05037,72365,MARKED TREE,AR,0.000227842,0.000000000,0.000000000,0.000207340
05039,71742,FORDYCE,AR,0.641513983,0.876126126,0.906250000,0.667525773
05039,71652,KINGSLAND,AR,0.001205400,0.002252252,0.000000000,0.001288660
05039,71725,CARTHAGE,AR,0.059305689,0.018018018,0.046875000,0.055197595
05039,71748,IVAN,AR,0.010366442,0.000000000,0.015625000,0.009450172
05039,71923,ARKADELPHIA,AR,0.013018322,0.006756757,0.000000000,0.012242268
05039,71763,SPARKMAN,AR,0.224445516,0.081081081,0.031250000,0.208118557
05039,71720,BEARDEN,AR,0.011330762,0.002252252,0.000000000,0.010309278
05039,72084,LEOLA,AR,0.038813886,0.013513514,0.000000000,0.035867698
05041,71662,PICKENS,AR,0.015654352,0.010071942,0.007042254,0.014948097
05041,71630,ARKANSAS CITY,AR,0.000000000,0.000000000,0.007042254,0.000138408
05041,71638,DERMOTT,AR,0.006574828,0.002877698,0.000000000,0.006089965
05041,72379,SNOW LAKE,AR,0.000782718,0.001438849,0.014084507,0.001107266
05041,71674,WATSON,AR,0.067626800,0.054676259,0.007042254,0.065190311
05041,71670,TILLAR,AR,0.069035692,0.024460432,0.035211268,0.064083045
05041,71643,GOULD,AR,0.002504696,0.001438849,0.000000000,0.002352941
05041,71639,DUMAS,AR,0.455698184,0.509352518,0.485915493,0.461453287
05041,71654,MC GEHEE,AR,0.382122730,0.395683453,0.443661972,0.384636678
05043,71677,WINCHESTER,AR,0.000193667,0.000000000,0.006211180,0.000265299
05043,71658,MONTROSE,AR,0.000484168,0.000000000,0.000000000,0.000442165
05043,71638,DERMOTT,AR,0.038927084,0.010975610,0.000000000,0.036345950
05043,71675,WILMAR,AR,0.089861528,0.021951220,0.006211180,0.083746021
05043,71654,MC GEHEE,AR,0.000096834,0.000000000,0.000000000,0.000088433
05043,71655,MONTICELLO,AR,0.833058972,0.956097561,0.987577640,0.844181111
05043,71646,HAMBURG,AR,0.004357509,0.000000000,0.000000000,0.003979484
05043,71670,TILLAR,AR,0.022852716,0.009756098,0.000000000,0.021577644
05043,71642,FOUNTAIN HILL,AR,0.010167522,0.001219512,0.000000000,0.009373895
05045,72181,WOOSTER,AR,0.000706554,0.001407035,0.000888889,0.000757367
05045,72111,MOUNT VERNON,AR,0.007952495,0.001809045,0.000888889,0.007422198
05045,72033,CONWAY,AR,0.022444378,0.103919598,0.001777778,0.027705866
05045,72032,CONWAY,AR,0.275105232,0.455879397,0.324444444,0.288253925
05045,72106,MAYFLOWER,AR,0.044918821,0.027939698,0.016888889,0.043321399
05045,72173,VILONIA,AR,0.073015634,0.029346734,0.004444444,0.068961719
05045,72045,EL PASO,AR,0.000060132,0.000000000,0.000000000,0.000055081
05045,72023,CABOT,AR,0.001337943,0.000402010,0.000000000,0.001253098
05045,72061,GUY,AR,0.000932051,0.000402010,0.000888889,0.000895070
05045,72047,ENOLA,AR,0.008959711,0.001206030,0.000888889,0.008303498
05045,72131,QUITMAN,AR,0.009305472,0.002412060,0.000000000,0.008689066
05045,72120,SHERWOOD,AR,0.007185809,0.000402010,0.000000000,0.006609749
05045,72039,DAMASCUS,AR,0.011650631,0.011457286,0.002666667,0.011498210
05045,72058,GREENBRIER,AR,0.141972339,0.075778894,0.067555556,0.136284770
05045,72034,CONWAY,AR,0.391506314,0.287437186,0.578666667,0.387276232
05045,72076,JACKSONVILLE,AR,0.002946482,0.000000000,0.000000000,0.002698981
05045,72035,CONWAY,AR,0.000000000,0.000201005,0.000000000,0.000013770
05047,72947,MULBERRY,AR,0.064595084,0.007117438,0.000000000,0.060621093
05047,72855,PARIS,AR,0.000851336,0.000000000,0.000000000,0.000793730
05047,72930,CECIL,AR,0.043418112,0.012455516,0.008333333,0.041273936
05047,72721,COMBS,AR,0.000851336,0.000000000,0.000000000,0.000793730
05047,72928,BRANCH,AR,0.039587102,0.024911032,0.008333333,0.038396666
05047,72821,ALTUS,AR,0.078854954,0.040925267,0.050000000,0.076396468
05047,72946,MOUNTAINBURG,AR,0.008300521,0.003558719,0.000000000,0.007937295
05047,72820,ALIX,AR,0.000000000,0.000000000,0.008333333,0.000099216
05047,72949,OZARK,AR,0.525806108,0.782918149,0.558333333,0.540529814
05047,72933,CHARLESTON,AR,0.208790039,0.113879004,0.200000000,0.203393194
05047,72943,MAGAZINE,AR,0.001383420,0.003558719,0.000000000,0.001488243
05047,72959,WINSLOW,AR,0.000532085,0.000000000,0.000000000,0.000496081
05047,72951,RATCLIFF,AR,0.027029903,0.010676157,0.166666667,0.027780534
05049,72529,CHEROKEE VILLAGE,AR,0.066375096,0.008130081,0.000000000,0.064323854
05049,72539,GLENCOE,AR,0.026755853,0.012195122,0.030303030,0.026325593
05049,72538,GEPP,AR,0.033444816,0.040650407,0.030303030,0.033652055
05049,72578,STURKIE,AR,0.010676614,0.000000000,0.030303030,0.010430895
05049,72520,CAMP,AR,0.023282737,0.020325203,0.030303030,0.023221160
05049,72542,HARDY,AR,0.049138153,0.028455285,0.000000000,0.048304980
05049,72566,PINEVILLE,AR,0.002315410,0.000000000,0.000000000,0.002235192
05049,72519,CALICO ROCK,AR,0.000257268,0.000000000,0.000000000,0.000248355
05049,72576,SALEM,AR,0.251865192,0.386178862,0.393939394,0.256550354
05049,72515,BEXAR,AR,0.007718034,0.000000000,0.000000000,0.007450640
05049,72554,MAMMOTH SPRING,AR,0.305762799,0.353658537,0.424242424,0.307711412
05049,72544,HENDERSON,AR,0.000128634,0.000000000,0.000000000,0.000124177
05049,72513,ASH FLAT,AR,0.072292256,0.048780488,0.000000000,0.071277785
05049,72531,ELIZABETH,AR,0.027399022,0.004065041,0.030303030,0.026698125
05049,72583,VIOLA,AR,0.120787240,0.097560976,0.030303030,0.119706942
05049,72512,HORSESHOE BEND,AR,0.001800875,0.000000000,0.000000000,0.001738483
05051,71949,JESSIEVILLE,AR,0.019120373,0.005129027,0.001930502,0.017593894
05051,71903,HOT SPRINGS NATIONAL PARK,AR,0.028030258,0.048084629,0.001287001,0.029149093
05051,71901,HOT SPRINGS NATIONAL PARK,AR,0.256592717,0.339317198,0.419562420,0.266894289
05051,71914,HOT SPRINGS NATIONAL PARK,AR,0.024248042,0.024523161,0.001287001,0.023793265
05051,71964,PEARCY,AR,0.026684805,0.015867928,0.014157014,0.025520520
05051,71913,HOT SPRINGS NATIONAL PARK,AR,0.438737069,0.429556019,0.514157014,0.439539399
05051,72104,MALVERN,AR,0.000642827,0.000000000,0.000000000,0.000575751
05051,71933,BONNERDALE,AR,0.006293727,0.001282257,0.000643501,0.005757515
05051,71968,ROYAL,AR,0.040423369,0.013143132,0.009652510,0.037504184
05051,71909,HOT SPRINGS VILLAGE,AR,0.104123064,0.063631992,0.032818533,0.099256879
05051,71956,MOUNTAIN PINE,AR,0.010584225,0.000801410,0.001930502,0.009586932
05051,71902,HOT SPRINGS NATIONAL PARK,AR,0.027387430,0.039749960,0.001287001,0.027877084
05051,71910,HOT SPRINGS VILLAGE,AR,0.010778568,0.018111877,0.000643501,0.011180291
05051,72087,LONSDALE,AR,0.006353525,0.000801410,0.000643501,0.005770904
05053,72150,SHERIDAN,AR,0.669950739,0.906690141,0.890109890,0.684802461
05053,72167,TRASKWOOD,AR,0.006773399,0.000000000,0.000000000,0.006344324
05053,72129,PRATTSVILLE,AR,0.074610016,0.019366197,0.021978022,0.071133327
05053,71603,PINE BLUFF,AR,0.005028736,0.001760563,0.000000000,0.004806306
05053,72079,JEFFERSON,AR,0.004412972,0.000000000,0.000000000,0.004133423
05053,72132,REDFIELD,AR,0.036022167,0.010563380,0.000000000,0.034317024
05053,72084,LEOLA,AR,0.041564039,0.014084507,0.010989011,0.039796213
05053,72011,BAUXITE,AR,0.000513136,0.000000000,0.000000000,0.000480631
05053,72057,GRAPEVINE,AR,0.063834154,0.019366197,0.021978022,0.061040085
05053,72065,HENSLEY,AR,0.020422824,0.001760563,0.000000000,0.019225223
05053,71602,WHITE HALL,AR,0.011596880,0.005281690,0.021978022,0.011342882
05053,72104,MALVERN,AR,0.000513136,0.000000000,0.000000000,0.000480631
05053,72015,BENTON,AR,0.025656814,0.007042254,0.000000000,0.024416034
05053,72128,POYEN,AR,0.039100985,0.014084507,0.032967033,0.037681438
05055,72436,LAFE,AR,0.021727184,0.003434740,0.001451379,0.019784718
05055,72417,BROOKLAND,AR,0.000042271,0.000000000,0.000000000,0.000037902
05055,72412,BEECH GROVE,AR,0.014456609,0.004906771,0.002902758,0.013417223
05055,72461,RECTOR,AR,0.004945682,0.001962709,0.000000000,0.004586113
05055,72405,JONESBORO,AR,0.001479478,0.000000000,0.000000000,0.001326562
05055,72451,PARAGOULD,AR,0.033520734,0.124141315,0.002902758,0.039721043
05055,72453,PEACH ORCHARD,AR,0.000634062,0.000490677,0.000000000,0.000606428
05055,72401,JONESBORO,AR,0.012343070,0.001472031,0.000000000,0.011181019
05055,72443,MARMADUKE,AR,0.068013696,0.022080471,0.052249637,0.064053972
05055,72474,WALCOTT,AR,0.000000000,0.000000000,0.001451379,0.000037902
05055,72416,BONO,AR,0.011201758,0.008341511,0.000000000,0.010688296
05055,72450,PARAGOULD,AR,0.823899903,0.827772326,0.937590711,0.827167981
05055,72425,DELAPLAINE,AR,0.007735554,0.005397448,0.001451379,0.007390843
05057,71855,OZAN,AR,0.032655576,0.014857143,0.020833333,0.031260097
05057,71847,MC CASKILL,AR,0.030983188,0.003428571,0.000000000,0.028675283
05057,71838,FULTON,AR,0.050611742,0.034285714,0.006944444,0.048949919
05057,71859,SARATOGA,AR,0.017956166,0.005714286,0.006944444,0.016962843
05057,71831,COLUMBUS,AR,0.004929144,0.002285714,0.006944444,0.004765751
05057,71862,WASHINGTON,AR,0.034680046,0.012571429,0.006944444,0.032794830
05057,71801,HOPE,AR,0.714285714,0.899428571,0.937500000,0.729967690
05057,71825,BLEVINS,AR,0.026934249,0.002285714,0.006944444,0.024959612
05057,71852,NASHVILLE,AR,0.043834170,0.010285714,0.000000000,0.040953150
05057,71835,EMMET,AR,0.017692105,0.005714286,0.000000000,0.016639742
05057,71857,PRESCOTT,AR,0.023237391,0.005714286,0.000000000,0.021728595
05057,71822,ASHDOWN,AR,0.002200511,0.003428571,0.006944444,0.002342488
05059,71942,FRIENDSHIP,AR,0.000000000,0.000000000,0.008620690,0.000052018
05059,72104,MALVERN,AR,0.647890485,0.834112150,0.784482759,0.661152726
05059,72167,TRASKWOOD,AR,0.014923698,0.000000000,0.008620690,0.013888889
05059,71964,PEARCY,AR,0.010884201,0.000000000,0.000000000,0.010091552
05059,71941,DONALDSON,AR,0.060087522,0.026479751,0.008620690,0.057532251
05059,71923,ARKADELPHIA,AR,0.017392280,0.009345794,0.000000000,0.016749896
05059,72128,POYEN,AR,0.000673250,0.000000000,0.000000000,0.000624220
05059,71929,BISMARCK,AR,0.175269300,0.112149533,0.172413793,0.171036205
05059,71933,BONNERDALE,AR,0.021824506,0.005451713,0.008620690,0.020651269
05059,71921,AMITY,AR,0.015092011,0.000000000,0.000000000,0.013992926
05059,71913,HOT SPRINGS NATIONAL PARK,AR,0.024236984,0.006230530,0.000000000,0.022888057
05059,71943,GLENWOOD,AR,0.002692998,0.003115265,0.008620690,0.002756970
05059,72084,LEOLA,AR,0.007125224,0.002336449,0.000000000,0.006762380
05059,71901,HOT SPRINGS NATIONAL PARK,AR,0.001907540,0.000778816,0.000000000,0.001820641
05061,71852,NASHVILLE,AR,0.641105201,0.922939068,0.913461538,0.666083445
05061,71833,DIERKS,AR,0.144651300,0.037634409,0.048076923,0.135262450
05061,71959,NEWHOPE,AR,0.022310875,0.001792115,0.000000000,0.020457604
05061,71859,SARATOGA,AR,0.013297872,0.000000000,0.009615385,0.012247645
05061,71851,MINERAL SPRINGS,AR,0.141991726,0.028673835,0.028846154,0.131897712
05061,71831,COLUMBUS,AR,0.002364066,0.000000000,0.000000000,0.002153432
05061,71971,UMPIRE,AR,0.030141844,0.007168459,0.000000000,0.027994616
05061,71973,WICKES,AR,0.004137116,0.001792115,0.000000000,0.003903096
05063,72568,PLEASANT PLAINS,AR,0.041511102,0.012054795,0.011152416,0.038752784
05063,72020,BRADFORD,AR,0.013116526,0.001095890,0.000000000,0.011982183
05063,72571,ROSIE,AR,0.010267243,0.000000000,0.003717472,0.009354120
05063,72553,MAGNESS,AR,0.000343879,0.000000000,0.003717472,0.000356347
05063,72523,CONCORD,AR,0.002505404,0.000000000,0.000000000,0.002271715
05063,72501,BATESVILLE,AR,0.648113578,0.808767123,0.773234201,0.662672606
05063,72562,NEWARK,AR,0.058361171,0.030136986,0.048327138,0.055946548
05063,72503,BATESVILLE,AR,0.061799961,0.108493151,0.007434944,0.064944321
05063,72081,JUDSONIA,AR,0.000687758,0.000000000,0.000000000,0.000623608
05063,72572,SAFFELL,AR,0.001129888,0.000000000,0.000000000,0.001024499
05063,72564,OIL TROUGH,AR,0.008351346,0.001095890,0.011152416,0.007795100
05063,72534,FLORAL,AR,0.030064846,0.003287671,0.003717472,0.027572383
05063,72579,SULPHUR ROCK,AR,0.036156416,0.005479452,0.100371747,0.034432071
